classe,arrondissement,item,nom_doc,url,adresse,code_postal
"CONSULTEZ LES DERNIERS ARRÊTÉS DE PÉRIL IMMINENT, DE MAIN LEVÉE ET DE RÉINTÉGRATION PARTIELLE DE LA VILLE DE MARSEILLE PAR ARRONDISSEMENT (ORDRE CHRONOLOGIQUE)",3ème arrondissement,105-107-109 rue Kléber Prolongée / 82-84-86-88 rue Hoche : Arrêté de péril du 26/10/2020 - Arrêté modificatif du 23/10/2020,Arrêté de péril du 26/10/2020,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/perimetre_securite_kleber_hoche-13003_2020_02512_vdm.pdf,105-107-109 rue Kléber Prolongée / 82-84-86-88 rue Hoche,13003
?,3ème arrondissement,105-107-109 rue Kléber Prolongée / 82-84-86-88 rue Hoche : Arrêté de péril du 26/10/2020 - Arrêté modificatif du 23/10/2020,Arrêté modificatif du 23/10/2020,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/109-rue-kleber-prolongee-86-rue-hoche-13003_2020_02526.pdf,105-107-109 rue Kléber Prolongée / 82-84-86-88 rue Hoche,13003
"CONSULTEZ LES DERNIERS ARRÊTÉS DE PÉRIL IMMINENT, DE MAIN LEVÉE ET DE RÉINTÉGRATION PARTIELLE DE LA VILLE DE MARSEILLE PAR ARRONDISSEMENT (ORDRE CHRONOLOGIQUE)",3ème arrondissement,107 rue Kléber Prolongée / 84 rue Hoche : Arrêté de péril du 06/06/2019,Arrêté de péril du 06/06/2019,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/107-rue-kleber-prolongee_84-rue-hoche-13003_2019_01872.pdf,107 rue Kléber Prolongée / 84 rue Hoche,13003
"CONSULTEZ LES DERNIERS ARRÊTÉS DE PÉRIL IMMINENT, DE MAIN LEVÉE ET DE RÉINTÉGRATION PARTIELLE DE LA VILLE DE MARSEILLE PAR ARRONDISSEMENT (ORDRE CHRONOLOGIQUE)",3ème arrondissement,9 rue Clovis Hugues : Arrêté de péril du 25/09/2020,Arrêté de péril du 25/09/2020,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/po_9-rue-clovis-hugues-13003_2020_02227_vdm.pdf,9 rue Clovis Hugues,13003
"CONSULTEZ LES DERNIERS ARRÊTÉS DE PÉRIL IMMINENT, DE MAIN LEVÉE ET DE RÉINTÉGRATION PARTIELLE DE LA VILLE DE MARSEILLE PAR ARRONDISSEMENT (ORDRE CHRONOLOGIQUE)",3ème arrondissement,11 rue Clovis Hugues : Main levée du 28/02/2020,Main levée du 28/02/2020,https://www.marseille.fr/sites/default/files/contenu/logement/Mains_Levees/ml_11-rue-clovis-hugues-13003_2020_00278.pdf,11 rue Clovis Hugues,13003
"CONSULTEZ LES DERNIERS ARRÊTÉS DE PÉRIL IMMINENT, DE MAIN LEVÉE ET DE RÉINTÉGRATION PARTIELLE DE LA VILLE DE MARSEILLE PAR ARRONDISSEMENT (ORDRE CHRONOLOGIQUE)",3ème arrondissement,19 rue Clovis Hugues : Arrêté de péril du 24/04/2019 - Arrêté modificatif du 03/01/2020,Arrêté de péril du 24/04/2019,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/19-rue-clovis-hugues-13003_2019_01345.pdf,19 rue Clovis Hugues,13003
?,3ème arrondissement,19 rue Clovis Hugues : Arrêté de péril du 24/04/2019 - Arrêté modificatif du 03/01/2020,Arrêté modificatif du 03/01/2020,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/modif_pgi_19-rue-clovis-hugues-13003_2019_04470_vdm.pdf,19 rue Clovis Hugues,13003
"CONSULTEZ LES DERNIERS ARRÊTÉS DE PÉRIL IMMINENT, DE MAIN LEVÉE ET DE RÉINTÉGRATION PARTIELLE DE LA VILLE DE MARSEILLE PAR ARRONDISSEMENT (ORDRE CHRONOLOGIQUE)",3ème arrondissement,21 rue Clovis Hugues / Impasse bleue : Arrêté de péril du 19/07/2019 - Arrêté modificatif du 03/01/2020,Arrêté de péril du 19/07/2019,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/21-rue-clovis-hugues_impasse-bleue-13003_2019_02459.pdf,21 rue Clovis Hugues / Impasse bleue,13003
?,3ème arrondissement,21 rue Clovis Hugues / Impasse bleue : Arrêté de péril du 19/07/2019 - Arrêté modificatif du 03/01/2020,Arrêté modificatif du 03/01/2020,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/modif_21-rue-clovis-hugues-13003_2019_04471_vdm.pdf,21 rue Clovis Hugues / Impasse bleue,13003
"CONSULTEZ LES DERNIERS ARRÊTÉS DE PÉRIL IMMINENT, DE MAIN LEVÉE ET DE RÉINTÉGRATION PARTIELLE DE LA VILLE DE MARSEILLE PAR ARRONDISSEMENT (ORDRE CHRONOLOGIQUE)",3ème arrondissement,33 rue Clovis Hugues : Arrêté de péril 4e étage du 21/12/2018 - Arrêté de réintégration partielle du 07/01/2019 - Arrêté de mise en sécurité du 1er juin 2021,Arrêté de péril 4e étage du 21/12/2018,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/33-rue-clovis-hugues-13003_2019_03454.pdf,33 rue Clovis Hugues,13003
CONSULTEZ LES DERNIERS ARRÊTÉS D'ÉVACUATION ET DE RÉINTÉGRATION,3ème arrondissement,33 rue Clovis Hugues : Arrêté de péril 4e étage du 21/12/2018 - Arrêté de réintégration partielle du 07/01/2019 - Arrêté de mise en sécurité du 1er juin 2021,Arrêté de réintégration partielle du 07/01/2019,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/33-rue-clovis-hugues-reintegration_partielle_2019_00064.pdf,33 rue Clovis Hugues,13003
Arrêtés de mise en sécurité,3ème arrondissement,33 rue Clovis Hugues : Arrêté de péril 4e étage du 21/12/2018 - Arrêté de réintégration partielle du 07/01/2019 - Arrêté de mise en sécurité du 1er juin 2021,Arrêté de mise en sécurité du 1er juin 2021,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/33-rue-clovis-hugues-13003_2021_01487.pdf,33 rue Clovis Hugues,13003
"CONSULTEZ LES DERNIERS ARRÊTÉS DE PÉRIL IMMINENT, DE MAIN LEVÉE ET DE RÉINTÉGRATION PARTIELLE DE LA VILLE DE MARSEILLE PAR ARRONDISSEMENT (ORDRE CHRONOLOGIQUE)",3ème arrondissement,49 rue Clovis Hugues : Arrêté de péril du 05/01/2019,Arrêté de péril du 05/01/2019,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/49-rue-clovis-hugues-13003_2019_00046.pdf,49 rue Clovis Hugues,13003
"CONSULTEZ LES DERNIERS ARRÊTÉS DE PÉRIL IMMINENT, DE MAIN LEVÉE ET DE RÉINTÉGRATION PARTIELLE DE LA VILLE DE MARSEILLE PAR ARRONDISSEMENT (ORDRE CHRONOLOGIQUE)",3ème arrondissement,68 rue Clovis Hugues : Arrêté de péril du 24/12/2018,Arrêté de péril du 24/12/2018,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/68-rue-clovis-hugues-13003_2018-12-24_pi_2018-03472.pdf,68 rue Clovis Hugues,13003
CONSULTEZ LES DERNIERS ARRÊTÉS D'INTERDICTION D'OCCUPER PAR ARRONDISSEMENT (ORDRE CHRONOLOGIQUE),3ème arrondissement,71 rue Clovis Hugues : Arrêté d'interdiction d'occuper du 24/10/2019 - Arrêté de péril du 30/10/2019,Arrêté d'interdiction d'occuper du 24/10/2019,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/71-rue-clovis-hugues-13003_2019_03718.pdf,71 rue Clovis Hugues,13003
"CONSULTEZ LES DERNIERS ARRÊTÉS DE PÉRIL IMMINENT, DE MAIN LEVÉE ET DE RÉINTÉGRATION PARTIELLE DE LA VILLE DE MARSEILLE PAR ARRONDISSEMENT (ORDRE CHRONOLOGIQUE)",3ème arrondissement,71 rue Clovis Hugues : Arrêté d'interdiction d'occuper du 24/10/2019 - Arrêté de péril du 30/10/2019,Arrêté de péril du 30/10/2019,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/71-rue_clovis_huges_13003_pgi_2019_03796.pdf,71 rue Clovis Hugues,13003
"CONSULTEZ LES DERNIERS ARRÊTÉS DE PÉRIL IMMINENT, DE MAIN LEVÉE ET DE RÉINTÉGRATION PARTIELLE DE LA VILLE DE MARSEILLE PAR ARRONDISSEMENT (ORDRE CHRONOLOGIQUE)",3ème arrondissement,73 rue Clovis Hugues : Arrêté de péril du 25/01/2019,Arrêté de péril du 25/01/2019,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/73-RUE-CLOVIS-HUGUES-13003_2019_00285.pdf,73 rue Clovis Hugues,13003
"CONSULTEZ LES DERNIERS ARRÊTÉS DE PÉRIL IMMINENT, DE MAIN LEVÉE ET DE RÉINTÉGRATION PARTIELLE DE LA VILLE DE MARSEILLE PAR ARRONDISSEMENT (ORDRE CHRONOLOGIQUE)",3ème arrondissement,79 rue Clovis Hugues : Arrêté de péril du 25/01/2019 - Main Levée du 20/02/2019,Arrêté de péril du 25/01/2019,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/79-RUE-CLOVIS-HUGUES-13003_2019_00290.pdf,79 rue Clovis Hugues,13003
"CONSULTEZ LES DERNIERS ARRÊTÉS DE PÉRIL IMMINENT, DE MAIN LEVÉE ET DE RÉINTÉGRATION PARTIELLE DE LA VILLE DE MARSEILLE PAR ARRONDISSEMENT (ORDRE CHRONOLOGIQUE)",3ème arrondissement,79 rue Clovis Hugues : Arrêté de péril du 25/01/2019 - Main Levée du 20/02/2019,Main Levée du 20/02/2019,https://www.marseille.fr/sites/default/files/contenu/logement/Mains_Levees/ML_79_RUE_CLOVIS_HUGUES_2019_00601.pdf,79 rue Clovis Hugues,13003
"CONSULTEZ LES DERNIERS ARRÊTÉS DE PÉRIL IMMINENT, DE MAIN LEVÉE ET DE RÉINTÉGRATION PARTIELLE DE LA VILLE DE MARSEILLE PAR ARRONDISSEMENT (ORDRE CHRONOLOGIQUE)",3ème arrondissement,6 rue des Industrieux : Arrêté de péril du 07/12/2020,Arrêté de péril du 07/12/2020,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/po_6-rue-des-industrieux-13003_2020_02901_vdm.pdf,6 rue des Industrieux,13003
"CONSULTEZ LES DERNIERS ARRÊTÉS DE PÉRIL IMMINENT, DE MAIN LEVÉE ET DE RÉINTÉGRATION PARTIELLE DE LA VILLE DE MARSEILLE PAR ARRONDISSEMENT (ORDRE CHRONOLOGIQUE)",3ème arrondissement,5 rue du Jet d'eau : Arrêté de péril du 14/08/20219 - Arrêté de péril du 04/11/2020,Arrêté de péril du 14/08/20219,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/15-rue-du-jet-d-eau-13003_pgi_2019_02875.pdf,5 rue du Jet d'eau,13003
"CONSULTEZ LES DERNIERS ARRÊTÉS DE PÉRIL IMMINENT, DE MAIN LEVÉE ET DE RÉINTÉGRATION PARTIELLE DE LA VILLE DE MARSEILLE PAR ARRONDISSEMENT (ORDRE CHRONOLOGIQUE)",3ème arrondissement,5 rue du Jet d'eau : Arrêté de péril du 14/08/20219 - Arrêté de péril du 04/11/2020,Arrêté de péril du 04/11/2020,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/po-15-rue-jet-d-eau-13003-2020_02596.pdf,5 rue du Jet d'eau,13003
CONSULTEZ LES DERNIERS ARRÊTÉS D'INTERDICTION D'OCCUPER PAR ARRONDISSEMENT (ORDRE CHRONOLOGIQUE),3ème arrondissement,15 rue du Jet d'eau : Arrêté d'interdiction d'occuper du 23/07/2019,Arrêté d'interdiction d'occuper du 23/07/2019,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/ppm-15-rue-du-jet-d-eau-13003_2019_02565.pdf,15 rue du Jet d'eau,13003
"CONSULTEZ LES DERNIERS ARRÊTÉS DE PÉRIL IMMINENT, DE MAIN LEVÉE ET DE RÉINTÉGRATION PARTIELLE DE LA VILLE DE MARSEILLE PAR ARRONDISSEMENT (ORDRE CHRONOLOGIQUE)",3ème arrondissement,20 rue du Jet d'eau : Arrêté modificatif de péril ordinaire du 24/08/2020,Arrêté modificatif de péril ordinaire du 24/08/2020,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/po-modificatif_20-rue-du-jet-d-eau-13003_2020_01739_vdm.pdf,20 rue du Jet d'eau,13003
Arrêtés de mise en sécurité urgente,3ème arrondissement,22 rue du Jet d'eau : Arrêté de mise en sécurité urgente du 09/06/2021,Arrêté de mise en sécurité urgente du 09/06/2021,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/22-rue-jet-deau_13003_msu_2021_01559_09-06-2021.pdf,22 rue du Jet d'eau,13003
"CONSULTEZ LES DERNIERS ARRÊTÉS DE PÉRIL IMMINENT, DE MAIN LEVÉE ET DE RÉINTÉGRATION PARTIELLE DE LA VILLE DE MARSEILLE PAR ARRONDISSEMENT (ORDRE CHRONOLOGIQUE)",3ème arrondissement,23-25 rue du Jet d'eau : Arrêté modificatif de péril simple du 18-juin-2021,Arrêté modificatif de péril simple du 18-juin-2021,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/23-25-rue-du-jet-deau-13003_modif_ps_2021_01728_18-juin-2021_ano.pdf,23-25 rue du Jet d'eau,13003
"CONSULTEZ LES DERNIERS ARRÊTÉS DE PÉRIL IMMINENT, DE MAIN LEVÉE ET DE RÉINTÉGRATION PARTIELLE DE LA VILLE DE MARSEILLE PAR ARRONDISSEMENT (ORDRE CHRONOLOGIQUE)",3ème arrondissement,24 rue du jet d'eau : Arrêté de péril imminent du 07/12/2018 – Arrêté modificatif de péril imminent du 11/06/2021,Arrêté de péril imminent du 07/12/2018,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/24-RUE-DU-JET-D-EAU-13003_2018_03229.pdf,24 rue du jet d'eau,13003
"CONSULTEZ LES DERNIERS ARRÊTÉS DE PÉRIL IMMINENT, DE MAIN LEVÉE ET DE RÉINTÉGRATION PARTIELLE DE LA VILLE DE MARSEILLE PAR ARRONDISSEMENT (ORDRE CHRONOLOGIQUE)",3ème arrondissement,24 rue du jet d'eau : Arrêté de péril imminent du 07/12/2018 – Arrêté modificatif de péril imminent du 11/06/2021,Arrêté modificatif de péril imminent du 11/06/2021,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/24-rue-dujet-deau-13003_modif_pi_2021_01578_11-juin-2021.pdf,24 rue du jet d'eau,13003
CONSULTEZ LES DERNIERS ARRÊTÉS D'INTERDICTION D'OCCUPER PAR ARRONDISSEMENT (ORDRE CHRONOLOGIQUE),3ème arrondissement,5 rue Fortuné Jourdan : Arrêté d'interdiction d'occuper du 30/08/2019 - Arrêté de péril du 16/09/2019,Arrêté d'interdiction d'occuper du 30/08/2019,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/ppm_5-rue-forturne-jourdan-13003_2019_03059_vdm.pdf,5 rue Fortuné Jourdan,13003
"CONSULTEZ LES DERNIERS ARRÊTÉS DE PÉRIL IMMINENT, DE MAIN LEVÉE ET DE RÉINTÉGRATION PARTIELLE DE LA VILLE DE MARSEILLE PAR ARRONDISSEMENT (ORDRE CHRONOLOGIQUE)",3ème arrondissement,5 rue Fortuné Jourdan : Arrêté d'interdiction d'occuper du 30/08/2019 - Arrêté de péril du 16/09/2019,Arrêté de péril du 16/09/2019,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/5-rue-fortune-jourdan-13003_pgi_2019_03222_vdm.pdf,5 rue Fortuné Jourdan,13003
"CONSULTEZ LES DERNIERS ARRÊTÉS DE PÉRIL IMMINENT, DE MAIN LEVÉE ET DE RÉINTÉGRATION PARTIELLE DE LA VILLE DE MARSEILLE PAR ARRONDISSEMENT (ORDRE CHRONOLOGIQUE)",3ème arrondissement,41 rue Fortuné Jourdan : Arrêté de péril du 09/03/2021,Arrêté de péril du 09/03/2021,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/41-rue_fortune-jourdan-13003_2021_00743.pdf,41 rue Fortuné Jourdan,13003
"CONSULTEZ LES DERNIERS ARRÊTÉS DE PÉRIL IMMINENT, DE MAIN LEVÉE ET DE RÉINTÉGRATION PARTIELLE DE LA VILLE DE MARSEILLE PAR ARRONDISSEMENT (ORDRE CHRONOLOGIQUE)",3ème arrondissement,10 rue Jouven : Arrêté de péril du 31/01/2019,Arrêté de péril du 31/01/2019,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/10-RUE-JOUVEN-13003_2019_00373.pdf,10 rue Jouven,13003
"CONSULTEZ LES DERNIERS ARRÊTÉS DE PÉRIL IMMINENT, DE MAIN LEVÉE ET DE RÉINTÉGRATION PARTIELLE DE LA VILLE DE MARSEILLE PAR ARRONDISSEMENT (ORDRE CHRONOLOGIQUE)",3ème arrondissement,354/356 boulevard National / 15 rue Jouven : Arrêté de péril du 18/02/2019 - Arrêté modificatif du 19/05/2021,Arrêté de péril du 18/02/2019,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/354_356-BD-NATIONAL_15-RUE-JOUVEN-13003_2019_00552.pdf,354/356 boulevard National / 15 rue Jouven,13003
?,3ème arrondissement,354/356 boulevard National / 15 rue Jouven : Arrêté de péril du 18/02/2019 - Arrêté modificatif du 19/05/2021,Arrêté modificatif du 19/05/2021,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/354-356-boulevard-national-15-rue-jouven_2021_01334.pdf,354/356 boulevard National / 15 rue Jouven,13003
"CONSULTEZ LES DERNIERS ARRÊTÉS DE PÉRIL IMMINENT, DE MAIN LEVÉE ET DE RÉINTÉGRATION PARTIELLE DE LA VILLE DE MARSEILLE PAR ARRONDISSEMENT (ORDRE CHRONOLOGIQUE)",3ème arrondissement,20 rue Jouven : Arrêté de péril modificatif du 13/08/2020,Arrêté de péril modificatif du 13/08/2020,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/pi-modificatif-2020_01681_def.pdf,20 rue Jouven,13003
"CONSULTEZ LES DERNIERS ARRÊTÉS DE PÉRIL IMMINENT, DE MAIN LEVÉE ET DE RÉINTÉGRATION PARTIELLE DE LA VILLE DE MARSEILLE PAR ARRONDISSEMENT (ORDRE CHRONOLOGIQUE)",3ème arrondissement,22 rue Jouven : Arrêté de péril du 25/08/2020,Arrêté de péril du 25/08/2020,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/2020_22-rue-jouven-13003_01750.pdf,22 rue Jouven,13003
"CONSULTEZ LES DERNIERS ARRÊTÉS DE PÉRIL IMMINENT, DE MAIN LEVÉE ET DE RÉINTÉGRATION PARTIELLE DE LA VILLE DE MARSEILLE PAR ARRONDISSEMENT (ORDRE CHRONOLOGIQUE)",3ème arrondissement,22 impasse Junot : Arrêté de péril du 22/02/2019 -  Arrêté modificatif du 22/10/2020,Arrêté de péril du 22/02/2019,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/22-IMPASSE-JUNOT-13003_2019_00613.pdf,22 impasse Junot,13003
?,3ème arrondissement,22 impasse Junot : Arrêté de péril du 22/02/2019 -  Arrêté modificatif du 22/10/2020,Arrêté modificatif du 22/10/2020,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/22_impasse-junot-13003_pi_modif_2020_02207.pdf,22 impasse Junot,13003
"CONSULTEZ LES DERNIERS ARRÊTÉS DE PÉRIL IMMINENT, DE MAIN LEVÉE ET DE RÉINTÉGRATION PARTIELLE DE LA VILLE DE MARSEILLE PAR ARRONDISSEMENT (ORDRE CHRONOLOGIQUE)",3ème arrondissement,11 rue Kléber : Main levée du 25/09/2020,Main levée du 25/09/2020,https://www.marseille.fr/sites/default/files/contenu/logement/Mains_Levees/ml_11-rue-kleber-13011_2020_02228_vdm.pdf,11 rue Kléber,13003
"CONSULTEZ LES DERNIERS ARRÊTÉS DE PÉRIL IMMINENT, DE MAIN LEVÉE ET DE RÉINTÉGRATION PARTIELLE DE LA VILLE DE MARSEILLE PAR ARRONDISSEMENT (ORDRE CHRONOLOGIQUE)",3ème arrondissement,105-107-109 rue Kléber Prolongée / 82-84-86-88 rue Hoche  : Arrêté de péril du 26/10/2020 - Arrêté modificatif du 23/10/2020,Arrêté de péril du 26/10/2020,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/perimetre_securite_kleber_hoche-13003_2020_02512_vdm.pdf,105-107-109 rue Kléber Prolongée / 82-84-86-88 rue Hoche,13003
?,3ème arrondissement,105-107-109 rue Kléber Prolongée / 82-84-86-88 rue Hoche  : Arrêté de péril du 26/10/2020 - Arrêté modificatif du 23/10/2020,Arrêté modificatif du 23/10/2020,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/109-rue-kleber-prolongee-86-rue-hoche-13003_2020_02526.pdf,105-107-109 rue Kléber Prolongée / 82-84-86-88 rue Hoche,13003
CONSULTEZ LES DERNIERS ARRÊTÉS D'INTERDICTION D'OCCUPER PAR ARRONDISSEMENT (ORDRE CHRONOLOGIQUE),3ème arrondissement,105 rue Kleber Prolongée : Arrêté d'interdiction d'occuper du 17/05/2019,Arrêté d'interdiction d'occuper du 17/05/2019,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/interdiction_occuper_105_rue_kleber_prolongee_13003_2019_01620.pdf,105 rue Kleber Prolongée,13003
"CONSULTEZ LES DERNIERS ARRÊTÉS DE PÉRIL IMMINENT, DE MAIN LEVÉE ET DE RÉINTÉGRATION PARTIELLE DE LA VILLE DE MARSEILLE PAR ARRONDISSEMENT (ORDRE CHRONOLOGIQUE)",3ème arrondissement,107 rue Kléber Prolongée : Arrêté de péril du 21/11/2018 - Arrêté modificatif de péril imminent du 26/12/2018 - Arrêté modificatif de péril imminent du 14/03/2019,Arrêté de péril du 21/11/2018,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/107-rue-Kleber-Prolongee-13003_2018_02995-edited.pdf,107 rue Kléber Prolongée,13003
"CONSULTEZ LES DERNIERS ARRÊTÉS DE PÉRIL IMMINENT, DE MAIN LEVÉE ET DE RÉINTÉGRATION PARTIELLE DE LA VILLE DE MARSEILLE PAR ARRONDISSEMENT (ORDRE CHRONOLOGIQUE)",3ème arrondissement,107 rue Kléber Prolongée : Arrêté de péril du 21/11/2018 - Arrêté modificatif de péril imminent du 26/12/2018 - Arrêté modificatif de péril imminent du 14/03/2019,Arrêté modificatif de péril imminent du 26/12/2018,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/107-rue-kleber-prolongee-13003_pi-modificatif_2018-03490.pdf,107 rue Kléber Prolongée,13003
"CONSULTEZ LES DERNIERS ARRÊTÉS DE PÉRIL IMMINENT, DE MAIN LEVÉE ET DE RÉINTÉGRATION PARTIELLE DE LA VILLE DE MARSEILLE PAR ARRONDISSEMENT (ORDRE CHRONOLOGIQUE)",3ème arrondissement,107 rue Kléber Prolongée : Arrêté de péril du 21/11/2018 - Arrêté modificatif de péril imminent du 26/12/2018 - Arrêté modificatif de péril imminent du 14/03/2019,Arrêté modificatif de péril imminent du 14/03/2019,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/107-rue-kleber-prolongee_84-rue-hoche_pgi_modificatif_2019_00913.pdf,107 rue Kléber Prolongée,13003
"CONSULTEZ LES DERNIERS ARRÊTÉS DE PÉRIL IMMINENT, DE MAIN LEVÉE ET DE RÉINTÉGRATION PARTIELLE DE LA VILLE DE MARSEILLE PAR ARRONDISSEMENT (ORDRE CHRONOLOGIQUE)",3ème arrondissement,107 rue Kléber Prolongée / 84 rue Hoche : Arrêté de péril du 06/06/2019,Arrêté de péril du 06/06/2019,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/107-rue-kleber-prolongee_84-rue-hoche-13003_2019_01872.pdf,107 rue Kléber Prolongée / 84 rue Hoche,13003
"CONSULTEZ LES DERNIERS ARRÊTÉS DE PÉRIL IMMINENT, DE MAIN LEVÉE ET DE RÉINTÉGRATION PARTIELLE DE LA VILLE DE MARSEILLE PAR ARRONDISSEMENT (ORDRE CHRONOLOGIQUE)",3ème arrondissement,109 rue Kléber Prolongée : Arrêté de péril du 21/11/2018,Arrêté de péril du 21/11/2018,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/109-rue-Kleber-Prolongee-13003_2018_02996-edited.pdf,109 rue Kléber Prolongée,13003
